icao_code,telephony,company_name,country,is_virtual,notes
SCD,ASSOCIATED,ASSOCIATED AVIATION LIMITED,NIGERIA,f,
SCE,SCENIC,"SCENIC AIRLINES, INC. (N. LOS VEGAS, NV)",UNITED STATES,f,
SCF,SOCOFER,"SOCOFER, LDA",ANGOLA,f,
SCG,COSTA CALIDA,"SERVICIOS AEREOS COSTA CALIDA, S.L.",SPAIN,f,
SCH,OCEAN BIRD,SEYCHELLES AIRLINES PTY LTD,SEYCHELLES,f,
SCI,SAN CRISTOBAL,SERVICIOS AEREOS SAN CRISTOBAL,MEXICO,f,
SCJ,SPRING CITY,"GRAN-AIRE, INC. DBA SPRING CITY AVIATION EAST, LLC",UNITED STATES,f,
SCK,SKYCAM,SKY CAM,FRANCE,f,
SCL,SHELL CANADA,SHELL CANADA,CANADA,f,
SCM,SCREAMER,"AMERICAN JET INTERNATIONAL CORP. (HOUSTON, TX)",UNITED STATES,f,
SCN,SILICON,"TWC AVIATION, INC.",UNITED STATES,f,
SCO,BRAVEHEART,AIR CHARTER SCOTLAND EUROPE LTD,MALTA,f,
SCP,SKY COPTER,HELICOPTER.PL S.A.,POLAND,f,
SCQ,SCAVAC,OSM AVIATION ACADEMY AB,SWEDEN,f,
SCR,SILVER CLOUD,"SILVER CLOUD AIR GMBH, SCHIFFERSTADT",GERMANY,f,
SCS,SOUTHERN CHARTERS,CHARTERS (SOUTH AFRICAN NON SCHEDULED AIRWAYS (PTY) LTD),SOUTH AFRICA,f,
SCT,SAAB-CRAFT,SAAB-AIRCRAFT AB,SWEDEN,f,
SCU,SKELLY,"SPARTAN EDUCATION, LLC DBA SPARTAN COLLEGE OF AERONAUTICS AND TECHNOLOGY",UNITED STATES,f,
SCW,CHARTER WEST,SKYWEST CHARTER,UNITED STATES,f,
SCX,SUN COUNTRY,"MN AIRLINES, LLC, D/B/A SUN COUNTRY AIRLINES (MENDOTA HEIGHTS, MN)",UNITED STATES,f,
SDB,SHORE AIR,"SHORELINE AVIATION, LLC (OXFORD, CT)",UNITED STATES,f,
SDC,SUNDANCE,"SUNRISE AIRLINES (PAGE, AZ)",UNITED STATES,f,
SDD,SKY DANCE,"R I C INC., D/B/A SKYMASTER AIR TAXI (LACONIA, NH)",UNITED STATES,f,
SDE,STAMPEDE,AIR PARTNERS CORP.,CANADA,f,
SDF,SUNFLY,SUNRISE AIRWAYS (DOMINICA) LIMITED,ANTIGUA AND BARBUDA,f,
SDG,HI STAR,"STAR AIR, M/S GHODAWAT ENTERPRISES PVT. LTD.",INDIA,f,
SDI,SERVI DINAMIC,"SERVICIOS DINAMICOS DE AVIACION, S.A. DE C.V.",MEXICO,f,
SDK,SADELCA,SOCIEDAD AEREA DEL CAQUETA LTDA,COLOMBIA,f,
SDL,SKYDRIFT,SKYDRIFT LTD,UNITED KINGDOM,f,
SDM,ROSSIYA,"ROSSIYA AIRLINES, JOINT STOCK COMPANY",RUSSIAN FEDERATION,f,
SDN,BLUE NILE,SPIRIT OF AFRICA AIRLINES,SUDAN,f,
SDO,AERO DOMINGO,"AEROLINEAS SANTO DOMINGO, S.A.",DOMINICAN REPUBLIC,f,
SDP,MAEEN,SAMA AIRLINE,YEMEN,f,
SDQ,MEXTECNICO,"SERVICIO Y MANTENIMIENTO TECNICO DQ, S.A. DE C.V.",MEXICO,f,
SDR,SUNDAIR,SUNDAIR GMBH,GERMANY,f,
SDS,STANDARDS,CAA TRAINING STANDARDS,UNITED KINGDOM,f,
SDT,SADAT,"SERVICIOS AEREOS DEL ATLANTICO, S.L.",SPAIN,f,
SDU,SANTOS,"DUMONT AIRCRAFT CHARTER, LLC",UNITED STATES,f,
SDV,SELVA,SERVICIOS AEREOS DEL VAUPES LTDA.,COLOMBIA,f,
SDX,SERVICIO TECNICO,"SERVICIO TECNICO AERO DE MEXICO, S.A. DE C.V.",MEXICO,f,
SDY,SANDY ISLE,"ISLAND EXPRESS (FT. LAUDERDALE, FL)",UNITED STATES,f,
SDZ,SUDANA,SUDAN PEZETEL FOR AVIATION,SUDAN,f,
SEA,SOUTHEAST AIR,"SOUTHEAST AIR, INC. (NEW BEDFORD, MA)",UNITED STATES,f,
SEB,EURO AVIA,EUROAVIA AIRLINES,CYPRUS,f,
SEC,SECUREX,"3D AVIATION, INC. (HELENA, MT)",UNITED STATES,f,
SED,SEDONA AIR,"SEDONA AIR CENTER (WEST SEDONA, AZ)",UNITED STATES,f,
SEE,SEEKER,PEREGRINE AERIAL SURVEYS INC.,CANADA,f,
SEH,AIR CRETE,SKY EXPRESS S.A.,GREECE,f,
SEI,TRANSPORTE SIERRA,"TRANSPORTES AEREOS SIERRA MADRE, S.A. DE C.V.",MEXICO,f,
SEJ,SPICEJET,SPICEJET,INDIA,f,
SEK,EAST RIDER,STAR EAST AIRLINE,ROMANIA,f,
SEL,SENTEL,"SENTEL CORPORATION (NEWPORT NEWS, VA)",UNITED STATES,f,
SEM,SEMO,"CAPE CENTRAL AIRWAYS, INC. (CAPE GIRARDEAU, MO)",UNITED STATES,f,
SEN,SENIOR AIR,SENOR AIR,MEXICO,f,
SEO,SELCON AIR,SELCON AIRLINES LTD,NIGERIA,f,
SEP,SERENE,SERENE AIR,PAKISTAN,f,
SER,MANTIS,SENTRA AIRWAYS,UNITED KINGDOM,f,
SES,SERVISAL,"SERVICIO AEREO SALTILLO, S.A. DE C.V.",MEXICO,f,
SET,SOLENTA,SOLENTA AVIATION (PTY) LTD,SOUTH AFRICA,f,
SEU,SKY MALTA,SKYUP MT,MALTA,f,
SEV,CARGOPRESS,"SERAIR TRANSWORLD PRESS, S.L.",SPAIN,f,
SEW,SKYWARD EXPRESS,SKYWARD EXPRESS,KENYA,f,
SEY,SEYCHELLES,AIR SEYCHELLES,SEYCHELLES,f,
SFD,DRACO,SPEED FLY,SPAIN,f,
SFE,STAR FLIGHT,TRAVIS COUNTY EMS,UNITED STATES,f,
SFF,SWIFTWING,"SAFEWING AVIATION COMPANY, INC. (KANSAS CITY, MO)",UNITED STATES,f,
SFG,COLORSKY,SPREE FLUG LUFTFAHRT GMBH,GERMANY,f,
SFH,STARFISH,"NORTH AMERICAN JET CHARTER GROUP, LLC (WHEELING, IL)",UNITED STATES,f,
SFI,SPACE STAR,"THE SKY, INC.",REPUBLIC OF KOREA,f,
SFJ,STARFLYER,STAR FLYER INC,JAPAN,f,
SFL,SWIFTLINE,SWIFT AIR,BAHRAIN,f,
SFM,AIR SAFAR,A-SAFAR AIR SERVICES LIMITED,NIGERIA,f,
SFN,SAFIRAN,SAFIRAN AIRLINES,IRAN (ISLAMIC REPUBLIC OF),f,
SFR,CARGO,SAFAIR (PTY.) LTD,SOUTH AFRICA,f,
SFS,TOPO,SWISS FLIGHT SERVICES,SWITZERLAND,f,
SFT,SKYFREIGHT,"SKYFREIGHT, INC. (SEATTLE, WA)",UNITED STATES,f,
SFU,SAINTS,SOLENT FLIGHT LIMITED,UNITED KINGDOM,f,
SFV,SAFE SERVICIOS,"SAFE SERVICIOS AEREOS, S.A. DE C.V.",MEXICO,f,
SFW,SAFI AIRWAYS,SAFI AIRWAYS,AFGHANISTAN,f,
SFX,SWAMP FOX,SPORTSMAN'S LLC. / SWAMP FOX LLC.,UNITED STATES,f,
SFY,SKY FLITE,"SKYBORNE AIRLINE ACADEMY, INC.",UNITED STATES,f,
SGA,SKY GUARD,"SKY GUARD, LLC",UZBEKISTAN,f,
SGB,SONGBIRD,"SKY KING, INC. (SACRAMENTO, CA)",UNITED STATES,f,
SGC,SPEC WINGS,SPEC ENERGY,SAN MARINO,f,
SGD,AIR BLUE,"SOUTH EAST ASIAN AIRLINES (SEAIR) INTERNATIONAL, INC.",PHILIPPINES,f,
SGH,SERVISAIR,SERVISAIR LTD.,UNITED KINGDOM,f,
SGL,STAR WINGS,7STAR GLOBAL AIRLINES LIMITED,NIGERIA,f,
SGO,SPEEDGOAT,ADMIRAL BEVERAGE CORPORATION,UNITED STATES,f,
SGP,SAGOLAIR,SAGOLAIR TRANSPORTES EJECUTIVOS S.L.,SPAIN,f,
SGQ,SAUDI GOLD,SAUDIGULF AIRLINES,SAUDI ARABIA,f,
SGT,STARGATE,STARGATE AVIATION CC,SOUTH AFRICA,f,
SGU,SOLPARAGUAYO,SOL DEL PARAGUAY LINEAS AEREAS S.A.,PARAGUAY,f,
SGX,SLATE GLOBAL,TRI-STATE JET CHARTER (DBA: SLATE AVIATION),UNITED STATES,f,
SHA,SHREE-AIR,SHREE AIRLINES,NEPAL,f,
SHC,SKY HARBOR CHEYENNE,"SKY HARBOR AIR SERVICE INC. (CHEYENNE, WY)",UNITED STATES,f,
SHF,VORTEX,SUPPORT HELICOPTER FORCE,UNITED KINGDOM,f,
SHG,SHOP AIR,SHOPRITE GROUP LTD,UNITED KINGDOM,f,
SHH,SKY DOMENICANA,SKY HIGH AVIATION SERVICES DOMINICANA,DOMINICAN REPUBLIC,f,
SHI,SHIRAZI,SEPEHRAN AIRLINES,IRAN (ISLAMIC REPUBLIC OF),f,
SHJ,SHARJAH,SHARJAH RULER'S FLIGHT,UNITED ARAB EMIRATES,f,
SHL,SAMSON,SAMSON AVIATION LTD,UNITED KINGDOM,f,
SHM,SHELTAM,SHELTAM AVIATION CC,SOUTH AFRICA,f,
SHN,SUGAR ALFA,SHAHEEN AIRPORT SERVICES,PAKISTAN,f,
SHP,SAF,SAF HELICOPTERES,FRANCE,f,
SHQ,SHANGHAI CARGO,SHANGHAI AIRLINES CARGO INTERNATIONAL COMPANY,CHINA,f,
SHS,SHIRAK,SHIRAK AVIA LLC,ARMENIA,f,
SHT,SHUTTLE,BRITISH AIRWAYS SHUTTLE,UNITED KINGDOM,f,
SHU,AURORA,AURORA AIRLINES,RUSSIAN FEDERATION,f,
SHV,SHAVANO,"SHAVANO AIR, INC. (PONCHA SPRINGS, CO)",UNITED STATES,f,
SHW,SHADOW,KN HELICOPTERS A/S,DENMARK,f,
SHX,SLIM AIR,SLIM AVIATION SERVICES LIMITED,NIGERIA,f,
SHZ,ELITE SHARES,"AIRSHARES ELITE (ATLANTA, GA)",UNITED STATES,f,
SIA,SINGAPORE,SINGAPORE AIRLINES LIMITED,SINGAPORE,f,
SIB,SEA AIR,SEA AIR LTD.,SLOVENIA,f,
SIC,SICHART,"SFS AVIATION CO., LTD",THAILAND,f,
SID,SIDERAL,SIDERAL LINHAS AEREAS LTDA.,BRAZIL,f,
SIE,SEREX,"SIERRA EXPRESS (RENO, NV)",UNITED STATES,f,
SIF,AIR SIAL,AIR SIAL LTD,PAKISTAN,f,
SIH,SKY ROADS,SKYROADS AVIATION LLC,UNITED STATES,f,
SIL,SILVER WINGS,"SILVER AIRWAYS CORP. (FORT LAUDERDALE, FL)",UNITED STATES,f,
SIO,SIRIO,SIRIO S.P.A.,ITALY,f,
SIQ,SCIENCE QUEST,ATMOSPHERIC RESEARCH BOULDER,UNITED STATES,f,
SIR,SALAIR,"SALAIR, INC. (SEATTLE, WA)",UNITED STATES,f,
SIS,SILVERSPEED,"SCOTT AVIATION, LLC (FRESNO, CA)",UNITED STATES,f,
SIU,SIRIUS,SIRIUS AIRLINES,REPUBLIC OF KOREA,f,
SIV,SOLENT-IVOIRE,SOLENTA AVIATION - CI,COTE D'IVOIRE,f,
SIX,DRIVE ORANGE,"SIXT RENTA CAR, LLC",UNITED STATES,f,
SIY,SERENITY,EXECUTIVE AVIATION CORPORATION,UNITED STATES,f,
SIZ,AEROSILZA,"AERO SILZA, S.A. DE C.V.",MEXICO,f,
SJA,SAWYER,"SAWYER AVIATION, LLC",UNITED STATES,f,
SJB,SOUTHERN TIGER,SKS AIRWAYS,MALAYSIA,f,
SJC,SERVIEJECUTIVO,"SERVICIOS EJECUTIVOS CONTINENTAL, S.A. DE C.V.",MEXICO,f,
SJD,AIR SINO,"SINO JET CO., LTD.",CHINA,f,
SJE,SUN JOURNEY,"SUN AIR JETS (MCCLELLAN, CA)",UNITED STATES,f,
SJF,HARMATTAN,FLY SKYJET,NIGER,f,
SJG,SUMMER JET,ALG GROUP LLC,UNITED STATES,f,
SJI,RHINO,SMART JET INTERNATIONAL SP. Z O.O.,POLAND,f,
SJJ,SPIRIT JET,"SPIRIT JETS, LLC (CHESTERFIELD, MO)",UNITED STATES,f,
SJK,NUSANTARA,"NUSANTARA AIR CHARTER, PT.",INDONESIA,f,
SJL,KAMILA,SKYJET,KYRGYZSTAN,f,
SJM,SINO SKY,SINO JET MANAGEMENT LTD,CHINA,f,
SJN,SAN JUAN,"RUGBY AVIATION, LLC DBA SAN JUAN AIRLINES",UNITED STATES,f,
SJO,JEY SPRING,"SPRING JAPAN CO., LTD.",JAPAN,f,
SJS,JET PORT,"SKYJETS & SUPPORT, S.A. DE C.V.",MEXICO,f,
SJT,ASAJET AIRLINES,ASAJET AIRLINES,IRAN (ISLAMIC REPUBLIC OF),f,
SJV,PROSPER,PT. SUPER AIR JET,INDONESIA,f,
SJX,STARWALKER,"STARLUX AIRLINES CO., LTD",CHINA,f,
SJY,SRIWIJAYA,"SRIWIJAYA AIR, PT.",INDONESIA,f,
SKA,SKYLAN AIRWAYS,PREMIER AVIATION GROUP LTD D/B/A SKYLAN AIRWAYS,JAMAICA,f,
SKB,SKYBUS,"SKYBUS AIRLINES, INC. (COLUMBUS, OH)",UNITED STATES,f,
SKC,SKYMASTER AIR,SKYMASTER AIR LINES LTDA,BRAZIL,f,
SKD,SKY DAWG,"SKY HARBOR AIR SERVICE, INC. (OMAHA, NE)",UNITED STATES,f,
SKE,SKYISLE,"SKY TOURS, INC. (PORT CLINTON, OH)",UNITED STATES,f,
SKF,SKYCRAFT,"SKYCRAFT, INC. (SEATTLE, WA)",UNITED STATES,f,
SKG,SKY GABON,SKY GABON,GABON,f,
SKH,SKYNEWS,BRITISH SKY BROADCASTING LTD,UNITED KINGDOM,f,
SKI,SKYKING,SKYKING LTD,UNITED KINGDOM,f,
SKJ,SKYNET AIR,SKY NET AIRLINE,ARMENIA,f,
SKK,ASKY AIRLINE,ASKY,TOGO,f,
SKL,SKYCHARTER,SKYCHARTER (MALTON) LIMITED,CANADA,f,
SKM,SKYTEM,"FAYETTEVILLE FLYING SERVICE AND SCHEDULED SKYWAYS SYSTEM (FAYETTEVILLE, AR)",UNITED STATES,f,
SKN,SKYLINER,"SKYLINE AVIATION SERVICES, INC. (BEAVER FALLS, PA)",UNITED STATES,f,
SKO,SKYWORK,SCOTTISH AIRWAYS FLYERS LTD,UNITED KINGDOM,f,
SKP,SKYTRANS,SKYTRANS PTY LTD T/A SKYTRANS AIRLINES,AUSTRALIA,f,
SKQ,SKYLAB,"LABCORP, INC. (BURLINGTON, NC)",UNITED STATES,f,
SKR,SKYSCAPES,SKYSCAPES AIR CHARTERS,SOUTH AFRICA,f,
SKT,SKYTROPIC,"AERO SKYTROPIC, S.A.",PANAMA,f,
SKU,AEROSKY,SKY SERVICE,CHILE,f,
SKV,SKY SIDE,SKYSIDE GMBH,AUSTRIA,f,
SKW,SKYWEST,"SKY WEST AVIATION, INC. (ST. GEORGE, UT)",UNITED STATES,f,
SKX,SKY PERU,SKY AIRLINE PERU S.A.C.,PERU,f,
SKY,SKYMARK,SKYMARK AIRLINES INC.,JAPAN,f,
SKZ,SKYWAY-INC,"SKYWAY ENTERPRISES, INC. (KISSIMMEE, FL)",UNITED STATES,f,
SLB,SLOK AIR,SLOK AIR LIMITED,NIGERIA,f,
SLC,SALSA,SERVICES AERIENS LATINO-AMERICAINS D/B/A SALSA S.A.,HAITI,f,
SLD,SILVERLINE,SILVER AIR LTD,CZECHIA,f,
SLE,SLIPSTREAM,STREAMLINE NAC,SOUTH AFRICA,f,
SLF,KYRGYZ EAGLE,SKYLINE AIRLINES,KYRGYZSTAN,f,
SLG,LIFEGUARD,SASKATCHEWAN GOVERNMENT AIR AMBULANCE SERVICE,CANADA,f,
SLH,SILVERHAWK,"SILVERHAWK AVIATION, INC. (SEWARD, NE)",UNITED STATES,f,
SLI,COSTERA,"AEROLITORAL, S.A. DE C.V.",MEXICO,f,
SLJ,SLAMAIR,SLAM LAVORI AEREI S.R.L.,ITALY,f,
SLK,SILKAIR,SILKAIR (SINGAPORE) PTE LTD,SINGAPORE,f,
SLM,SURINAM,SURINAAMSE LUCHTVAART MAATSCHAPPIJ N.V.,SURINAME,f,
SLN,SLOANE,SLOANE HELICOPTERS,UNITED KINGDOM,f,
SLO,SLOW,"EDGARTOWN AIR, INC. (EDGARTOWN, MA)",UNITED STATES,f,
SLP,SALPA,SALPA AVIATION CO. LTD. (SUDAN),SUDAN,f,
SLQ,SKYLINK,SKYLINK EXPRESS INC,CANADA,f,
SLR,SILVERSTONE,SILVESTONE AIR SERVICES LTD,KENYA,f,
SLS,POWER BLADE,SUPER LEGACY XP LTD,SAN MARINO,f,
SLT,STARLIGHT CARGO,"STARLIGHT AIRLINE STP, S.A.",SAO TOME AND PRINCIPE,f,
SLU,AVIO SLUZBA,AVIO SLUZBA,SERBIA,f,
SLV,AVISTELLA,STELLA AVIATION,MAURITANIA,f,
SLW,SALMA AIR,SALAMA AIRLINES NIGERIA LIMITED,NIGERIA,f,
SLX,SETE,SETE LINHAS AEREAS LTDA.,BRAZIL,f,
SLY,SKYCO,SKY LINE FOR AIR SERVICES LTD,SUDAN,f,
SLZ,LUZA,SUPER LUZA,ANGOLA,f,
SMA,SESAME,SMA AIRLINES NIG. LIMITED,NIGERIA,f,
SMB,SKYMARK ELITE,SKYMARK EXECUTIVE S.R.L.,SAN MARINO,f,
SMC,COMLUX,COMLUX SAN MARINO,SAN MARINO,f,
SMD,SKYMAP,SMJET S.R.L.,SAN MARINO,f,
SMF,SERES,SAN MARINO EXECUTIVE AVIATION S.R.L.,SAN MARINO,f,
SMG,SMARTLINE,SMARTLINE LUFTFAHRT GMBH,AUSTRIA,f,
SMH,SMITHAIR,"SMITHAIR, INC. (ATLANTA, GA)",UNITED STATES,f,
SMI,SAMI,"AERO SAMI, S.A. DE C.V.",MEXICO,f,
SMJ,AVAVIA,AVIENT AVIATION,ZIMBABWE,f,
SMK,FREEDOMSOMALI,FREEDOM AIRLINE,SOMALIA,f,
SML,SKYLINE,SKYLINE AVIATION SRL,SAN MARINO,f,
SMM,SUMMIT-AIR,"SUMMIT AIRLINES (PHILADELPHIA, PA)",UNITED STATES,f,
SMN,SIMAVIA,"SIMARGL LTD, AIRCOMPANY",RUSSIAN FEDERATION,f,
SMO,SERVIAUTOMOTRIZ,"SERVICIOS AEREOS AUTOMOTRIZ, S.A. DE C.V.",MEXICO,f,
SMP,PRIMA AVIATION,PRIMA AVIATION S.R.L.,SAN MARINO,f,
SMQ,SAMAR AIR,SAMAR AIR,TAJIKISTAN,f,
SMR,SOMON AIR,SOMON AIR,TAJIKISTAN,f,
SMS,SANTOMENSES,LINHAS AEREAS SANTOMENSES,SAO TOME AND PRINCIPE,f,
SMT,SKYLIMIT,SKYLINE LTD,NIGERIA,f,
SMU,SPRINGER,"SANBORN MAP COMPANY (COLORADO SPRINGS, CO)",UNITED STATES,f,
SMX,SWANTON,SWANTON MORLEY (RAF),UNITED KINGDOM,f,
SMY,CABO CACTI,SMM FLIGHT SERVICES SA DE CV,MEXICO,f,
SMZ,SCAMPTON,RAF SCAMPTON,UNITED KINGDOM,f,
SNA,CANA,"LOGIC PAQ BTD, S.L.R.",DOMINICAN REPUBLIC,f,
SNC,NIGHT CARGO,"AIR CARGO CARRIERS, INC. (MILWAUKEE, WI)",UNITED STATES,f,
SND,SNOWBIRD,SKYTRADERS PTY LTD,AUSTRALIA,f,
SNF,MATZADA,SUNAIR,ISRAEL,f,
SNG,SNOW EAGLE,"LONGJIANG AIRLINES CO., LTD",CHINA,f,
SNI,SAVANAHLINE,SAVANAH AIRLINES LIMITED,NIGERIA,f,
SNJ,NEWSKY,SOLASEED AIR INC.,JAPAN,f,
SNK,SUN KING,"SUN JET INTERNATIONAL, INC. D/B/A SOUTHEAST AIRLINES (LARGO, FL)",UNITED STATES,f,
SNL,SOONAIR,"SOONAIR LINES, INC. (TULSA, OK)",UNITED STATES,f,
SNM,SERVIZI AEREI,SERVIZI AEREI SPA,ITALY,f,
SNO,SONAVI,"SONI AVIONES, S.A. DE C.V.",MEXICO,f,
SNP,SUN PACIFIC,"SUN PACIFIC INTERNATIONAL, INC. (TUCSON, AZ)",UNITED STATES,f,
SNQ,EXECU-QUEST,"SUN QUEST EXECUTIVE AIR CHARTER, INC. (PACOIMA, CA)",UNITED STATES,f,
SNR,SUN GROUP,SUN AIR CO.,SUDAN,f,
SNT,SUNCOAST,"SUNCOAST AVIATION, INC.(CLEARWATER, FL)",UNITED STATES,f,
SNV,SUDANESE,SUDANESE STATES AVIATION CO. LTD,SUDAN,f,
SNW,SUN WEST,"SUN WEST AIRLINES (SCOTTSDALE, AZ)",UNITED STATES,f,
SOA,SOUTH AIRCHARTER,SOUTHERN AIR CHARTER,BAHAMAS,f,
SOB,STABO,STABO FREIGHT LIMITED,ZAMBIA,f,
SOC,SERVIAEREO,"SERVIAEREO, S.A. DE C.V.",MEXICO,f,
SOD,ALSOL,"AEROLINEAS SOL, S.A. DE C.V.",MEXICO,f,
SOE,AIR SOLEIL,"AIR SOLEIL, SOCIETE",MAURITANIA,f,
SOF,SKY COMFORT,SOL AIR,ZIMBABWE,f,
SOH,SOUTHERN OHIO,"SOUTHERN OHIO AVIATION SALES CO. (W. CARROLLTON, OH)",UNITED STATES,f,
SOK,SNOW SKI,"S.A.C. INDUSTRIES, LLC (BOZEMAN, MT)",UNITED STATES,f,
SOL,SOLOMON,SOLOMON AIRLINES LIMITED,SOLOMON ISLANDS,f,
SOM,AERO-SAL,"AERO SALMON, S.A. DE C.V.",MEXICO,f,
SON,SONAS,ACASS IRELAND LTD.,IRELAND,f,
SOO,SOUTHERN AIR,"SOUTHERN AIR, INC. (COLUMBUS, OH)",UNITED STATES,f,
SOP,SOLINAIR,SOLINAIR LTD,SLOVENIA,f,
SOR,SONAIR,"SONAIR SERVICO AEREO, SARL",ANGOLA,f,
SOT,SOUTH COURIER,"SOUTHEAST CORRECT CRAFT, INC. (ORLANDO, FL)",UNITED STATES,f,
SOU,PARADISE,SOUTH PACIFIC AIRLINES,CHINA,f,
SOW,SPARROW,PINK SPARROW GMBH,AUSTRIA,f,
SOY,SORIANO,"ISLAND AVIATION, INC.",PHILIPPINES,f,
SPA,SIERRA PACIFIC,"SIERRA PACIFIC AIRLINES, INC. (TUCSON, AZ)",UNITED STATES,f,
SPB,SPRING CLASSIC,SPRINGBOK CLASSIC AIR,SOUTH AFRICA,f,
SPC,PORT,"SKYWORLD AIRLINES (DENVER, CO)",UNITED STATES,f,
SPD,SKY PRIME,SKY PRIME CHARTER,SAUDI ARABIA,f,
SPE,SPRAGUE,"SPRAGUE ELECTRIC CO. (NORTH ADAMS, MA)",UNITED STATES,f,
SPF,SPACE WORLD,SPACE WORLD AIRLINE,NIGERIA,f,
SPG,SPEEDWING,SPEEDWINGS EXECUTIVE JET GMBH,AUSTRIA,f,
SPH,SAPPHIRE-CHARTER,SAPPHIRE EXECUTIVE AIR,SOUTH AFRICA,f,
SPI,SOUTH PACIFIC,"SOUTH PACIFIC ISLAND AIRWAYS, INC.",UNITED STATES,f,
SPJ,SPECTRUM,SPECTRUM AVIATION,UNITED KINGDOM,f,
SPK,SOLSTAS LAB,"SOLSTAS LAB PARTNERS (GREENSBORO, NC)",UNITED STATES,f,
SPL,CORPORATIVOS LAGUNA,"SERVICIOS CORPORATIVOS AEREOS DE LA LAGUNA, S.A. DE C.V.",MEXICO,f,
SPN,SEPAHAN,HESA AIRLINES,IRAN (ISLAMIC REPUBLIC OF),f,
SPO,SPORAVIA,SPORAVIA S.L.,SPAIN,f,
SPP,SAPPHIRE,"SAPPHIRE AVIATION, INC. (WEST PALM BEACH, FL)",UNITED STATES,f,
SPR,SPEEDAIR,PAL AEROSPACE LTD,CANADA,f,
SPS,SALDUERO,"SPASA (SERVICIOS POLITECNICOS AEREOS, S.A.)",SPAIN,f,
SPT,SERVICIOS SUP,SERVICIO SUPERIOR EJECUTIVO SA DE CV,MEXICO,f,
SPU,SPUTTER,"SOUTHEAST AIRMOTIVE CORP. (CHARLOTTE, NC)",UNITED STATES,f,
SPV,SERVICIOS PRIVADOS,"SERVICIOS PRIVADOS DE AVIACION, S.A. DE C.V.",MEXICO,f,
SPW,ROYAL SPIRIT,ROYAL SPIRIT AIRWAYS,CAMBODIA,f,
SPY,THAI SPACE,ASIAN AEROSPACE SERVICE LTD,THAILAND,f,
SPZ,SPEED SERVICE,AIRWORLD (PTY) LTD,SOUTH AFRICA,f,
SQA,SLOVAK AEROCLUB,SLOVAK NATIONAL AEROCLUB,SLOVAKIA,f,
SQD,AERO SQUAD,"TOMORROW'S AERONAUTICAL MUSEUM, INC. (COMPTON, CA)",UNITED STATES,f,
SQF,SLOVAK AIRFORCE,SLOVAK AIR FORCE,SLOVAKIA,f,
SQH,SASQUATCH,BACKCOUNTRY AVIATION LLC,UNITED STATES,f,
SQM,GOLDEN FIN,"SIAM AIR TRANSPORT CO., LTD",THAILAND,f,
SQP,SKYUP,SKYUP AIRLINES,UKRAINE,f,
SQS,SKY QUEEN,"ASI PUDJIASTUTI AVIATION, PT",INDONESIA,f,
SQU,REMUDO,AEROSPATIALLE,UNITED STATES,f,
SQY,SKY TIRAS,VISION AIR,REPUBLIC OF MOLDOVA,f,
SRA,SAUDI ARABIAN,SAUDI ROYAL AVIATION,SAUDI ARABIA,f,
SRB,SERBIAN AIR FORCE,SERBIAN AIR FORCE,SERBIA,f,
SRC,SEARCA,SEARCA LTDA.,COLOMBIA,f,
SRD,COASTGUARD,HM COASTGUARD,UNITED KINGDOM,f,
SRE,SERAMI,"SERAMI, C.A.",VENEZUELA,f,
SRF,SAN RAFAEL,TRANSPORTES AEREOS SAN RAFAEL LTDA.,CHILE,f,
SRG,BRITISH RESCUE,MARITIME AND COASTGUARD AGENCY,UNITED KINGDOM,f,
SRH,SIEMREAP AIR,SIEM REAP AIRWAYS INTERNATIONAL,CAMBODIA,f,
SRI,AIRSAFARI,AIR SAFARIS AND SERVICES (NZ) LTD,NEW ZEALAND,f,
SRJ,SURIJET,SURIJET.COM INC.,SURINAME,f,
SRK,SHARK JET,EATIS,FRANCE,f,
SRL,SERVICIOS PERSONAL,"SERVICIOS AERONAUTICOS AERO PERSONAL, S.A. DE C.V.",MEXICO,f,
SRM,TARMEX,"STARS DE MEXICO, S.A. DE C.V.",MEXICO,f,
SRN,SPRINTAIR,SPRINTAIR SA,POLAND,f,
SRO,SAEREO,SERVICIOS AEREOS EJECUTIVOS SAEREO S.A.,ECUADOR,f,
SRP,SPERBER,POLIZEIHUBSCHRAUBERSTAFFEL RHEINLAND-PFALZ FLUGPLATZ WINNINGEN,GERMANY,f,
SRQ,BLUE JAY,"CEBGO, INC. DBA CEBGO",PHILIPPINES,f,
SRR,WHITESTAR,MAERSK AIR CARGO A/S,DENMARK,f,
SRS,SKY SOUTH,SOUTHERN SKY,KAZAKHSTAN,f,
SRT,SURTEP,"SERVICIOS AEREOS SURTEP, S.A. DE C.V.",MEXICO,f,
SRU,STAR-UP,STAR UP S.A.,PERU,f,
SRV,SERVICORP,"AERO SERVICIO CORPORATIVO, S.A. DE C.V.",MEXICO,f,
SRW,SARIA,SARIT AIRLINES,SUDAN,f,
SRX,SIERRA EX,"SIERRA EXPRESSWAY AIRLINES (OAKLAND, CA)",UNITED STATES,f,
SRY,STINGRAY,VIA AIRLINES,UNITED STATES,f,
SRZ,STRATO,STRATO AIR SERVICES,SOUTH AFRICA,f,
SSA,STAR-JET,"SKY SERVICE AVIATION, S.L.",SPAIN,f,
SSB,SUASA AIR,SUASA AIRLINES SDN BHD,MALAYSIA,f,
