icao_code,telephony,company_name,country,is_virtual,notes
DOM,DOME AIR,DOMERGUE AVIATION,FRANCE,f,
DON,DONAIR,DONAIR FLYING CLUB LTD,UNITED KINGDOM,f,
DOR,DORNIER,GENERAL ATOMICS AEROTEC SYSTEMS GMBH,GERMANY,f,
DOS,DOSAIR,"UNITED STATES GOVERNMENT, DEPARTMENT OF STATE INL/A",UNITED STATES,f,
DOV,DOVAIR,DOVE AIR SERVICES CO. LTD,SUDAN,f,
DOW,DOWNTOWN,"BEST JETS INTERNATIONAL (MINNEAPOLIS, MN)",UNITED STATES,f,
DPS,BLUE-GRAY,"ALABAMA DEPARTMENT OF PUBLIC SAFETY (MONTGOMERY, AL)",UNITED STATES,f,
DQA,SKY SURFER,ISLAND AVIATION,MALDIVES,f,
DRB,DIDIER,DIDIER ROUSSET BUY,CHILE,f,
DRC,LEO PARC,AIR CONGO S.A.,DEMOCRATIC REPUBLIC OF THE CONGO,f,
DRD,AEREO DORADO,"AEREO DORADO, S.A. DE C.V.",MEXICO,f,
DRE,MICHIGAN,"MICHIGAN AIRWAYS, INC. D/B/A DRUMMOND ISLAND AIR (DRUMMOND ISLAND, MI)",UNITED STATES,f,
DRK,ROYAL BHUTAN,DRUK AIR,BHUTAN,f,
DRL,DRILLER,"OMNI AIR TRANSPORT, LLC (TULSA, OK)",UNITED STATES,f,
DRM,DARTMOOR,AIRWAYS FLIGHT TRAINING,UNITED KINGDOM,f,
DRO,ADRO SERVICIOS,"ADRO SERVICIOS AEREOS, S.A. DE C.V.",MEXICO,f,
DRS,DREAMSHORE,"DREAMSHORE AERO (BAR HARBOR, ME)",UNITED STATES,f,
DRU,MIRNY,ALROSA AIR COMPANY LIMITED,RUSSIAN FEDERATION,f,
DRY,DERAYA,"DERAYA AIR TAXI, PT.",INDONESIA,f,
DRZ,DERAZONA,"DERAZONA AIR SERVICE, PT.",INDONESIA,f,
DSA,DANBURY AIRWAYS,"DANBURY AIRWAYS, INC. (DANBURY, CT)",UNITED STATES,f,
DSF,DASSAULT FRANCE,DASSAULT FALCON SERVICE FRANCE,FRANCE,f,
DSM,LAN AR,LAN ARGENTINA S.A.,ARGENTINA,f,
DSO,DASSAULT,DASSAULT FALCON SERVICE,FRANCE,f,
DSP,SURAVIATION,SURAVIATION S.L.,SPAIN,f,
DSQ,DASAB AIR,DASAB AIRLINES,NIGERIA,f,
DSR,DAIRAIR,"DAIRO AIR SERVICES, LTD.",UGANDA,f,
DST,STAR AVIATION,STAR AVIATION SPA,ALGERIA,f,
DSU,DELTA STATE,"DELTA STATE UNIVERSITY (CLEVELAND, MS)",UNITED STATES,f,
DSW,SEA STAR,DORNIER SEAWINGS,GERMANY,f,
DTA,DTA,"TAAG, LINHAS AEREAS DE ANGOLA (ANGOLA AIRLINES)",ANGOLA,f,
DTG,ZENA,AIRZENA LLC,GEORGIA,f,
DTH,TASSILI AIR,TASSILI AIRLINES,ALGERIA,f,
DTL,AERO DILI,"AERO DILI TRANSPORT SERVICE, S.A.",TIMOR-LESTE,f,
DTN,DATA AIR,DATA INTERNATIONAL LTD,SUDAN,f,
DTO,AERODESIERTO,AERODESIERTO S.A.,CHILE,f,
DTR,DANISH,DAT A/S,DENMARK,f,
DUA,DUSHANBE AIR,DUSHANBE AIR,TAJIKISTAN,f,
DUB,DUBAI,DUBAI AIRWING,UNITED ARAB EMIRATES,f,
DUC,RICHAT,CLASS AVIATION,MAURITANIA,f,
DUG,ATSAVEN,AEROTECNICA S.A.,VENEZUELA,f,
DUN,DUNAIR,DUN'AIR,MAURITANIA,f,
DVI,AERO DAVINCI,"AERO DAVINCI INTERNATIONAL, S.A. DE C.V.",MEXICO,f,
DVN,ADVENTIA,ADVENTIA,SPAIN,f,
DVR,DIVI AIR,DIVI DIVI AIR INC.,NETHERLANDS,f,
DVY,DEVIL RAY,"LEGENDS AIRWAYS, LLC.",UNITED STATES,f,
DVZ,AEROTAXI DVZ,"AEROTAXI DVZ, S.A. DE C.V.",MEXICO,f,
DWC,SMOOTH,EMPIRE AVIATION SAN MARINO SRL,SAN MARINO,f,
DWG,DARK WING,"VALKYRIE AERO, LLC",UNITED STATES,f,
DWI,DOMINICAN,ARAJET S.A.,DOMINICAN REPUBLIC,f,
DWR,DELAWARE,"DELAWARE SKYWAYS, LLC (NEW CASTLE, DE)",UNITED STATES,f,
DWW,PRIVATE JET,DAS PRIVATE JETS GMBH,GERMANY,f,
DXE,BLACK SWAN,DRONAMICS EUROPE AIRLINES LTD,MALTA,f,
DXH,EAST STAR,"EAST STAR AIRLINES CO., LTD",CHINA,f,
DXT,DEXTER,"AIR MANAGEMENT GROUP, CJSC",RUSSIAN FEDERATION,f,
DYM,DYNAMIC SKY,"DYNAMIC AIR, S.L.",SPAIN,f,
DYN,AERODYNAMICS,"AERODYNAMICS, INC. (WATERFORD, MI)",UNITED STATES,f,
DZD,YAZD AIRWAYS,YAZD AIRWAYS,IRAN (ISLAMIC REPUBLIC OF),f,
DZR,DOZER,"MIDWEST AVIATION (OMAHA, NE)",UNITED STATES,f,
EAA,IMOLA,ELIT'AVIA INTERNATIONAL SM S.R.L,SAN MARINO,f,
EAC,EXECAIR,"EXECUTIVE AIR CHARTER (HONOLULU, HI)",UNITED STATES,f,
EAD,AERO-ESCOLA,"EAA - ESCOLA DE AVIACAO AEROCONDOR, SA",PORTUGAL,f,
EAF,ELECTRA,ELECTRA AIRWAYS,BULGARIA,f,
EAG,GREENSTONE,EMERALD AIRLINES (UK) LIMITED,UNITED KINGDOM,f,
EAI,GEMSTONE,EMERALD AIRLINES (IRELAND) LIMITED,IRELAND,f,
EAJ,ENKA JET,AIRENKA HAVA TASIMACILIGI A.S.,TURKEY,f,
EAK,EAKAZ,EURO-ASIA AIR,KAZAKHSTAN,f,
EAL,EASTERN,"EASTERN AIRLINES, LLC (HIGH POINT, NC)",UNITED STATES,f,
EAM,EMBASSY AIR,EMBASSY AIRLINES LIMITED,NIGERIA,f,
EAN,NIGERIA EXPRESS,EXPRESS AIRWAYS NIGERIA LIMITED,NIGERIA,f,
EAO,MARINO,ELITAVIA SAN MARINO SRL,SAN MARINO,f,
EAP,AERO-PYRENEES,AERO-PYRENEES,FRANCE,f,
EAR,EJECUTIVO-AEREO,"TRANSPORTE EJECUTIVO AEREO, S.A. DE C.V.",MEXICO,f,
EAS,AEROSPACE,EXECUTIVE AEROSPACE (PTY) LTD,SOUTH AFRICA,f,
EAT,TRANS EUROPE,"AIR TRANSPORT, LTD",SLOVAKIA,f,
EAU,ELITE,ELITAVIA MALTA LTD,MALTA,f,
EAW,WALYA,WALYA AIRWAYS,ETHIOPIA,f,
EAX,AEREAS,EUROPEAN AVIATION SCHOOL OF BARCELONA,SPAIN,f,
EBE,MINEBEA,"MINEBEA AVIATION CO., LTD",THAILAND,f,
ECA,DARK KNIGHT,OHL AIR CHARTERFLUG,GERMANY,f,
ECC,ECLAIR,ECLAIR,CZECHIA,f,
ECD,ECOTOUR,ECOTOUR,MEXICO,f,
ECF,EUROCOPTER,EUROCOPTER,FRANCE,f,
ECI,EASTERN CAROLINA,"EASTERN CAROLINA AVIATION, INC. (RICHLANDS, NC)",UNITED STATES,f,
ECJ,EASTCOAST JET,"EAST COAST JETS, INC. (ALLENTOWN, PA)",UNITED STATES,f,
ECL,AERO CASTELLANA,"AERONAUTICA CASTELLANA, S.L.",SPAIN,f,
ECM,AERO COMERCIALES,"AEROLINEAS COMERCIALES, S.A. DE C.V.",MEXICO,f,
ECN,EURO CONTINENTAL,"EURO CONTINENTAL AIE, S.L.",SPAIN,f,
ECO,ECOJET,LINEA AEREA ECO JET S.A.,BOLIVIA,f,
ECQ,SKYBRIDGE,ECO AIR LIMITED,NIGERIA,f,
ECR,ENERGIA,"ENERGIA CREADORA, S.A. DE C.V.",MEXICO,f,
ECT,EASTWAY,EAST COAST AIRWAYS (PTY) LTD,SOUTH AFRICA,f,
ECW,ECOTRAVEL,ECO AIRWAYS S.A.,BURKINA FASO,f,
ECX,AIR ECOMEX,"ECOMEX AIR CARGO, LDA.",ANGOLA,f,
EDA,CARGO LIFT,EXEC DIRECT AVIATION,JAMAICA,f,
EDC,SALTIRE,AIR CHARTER SCOTLAND LTD,UNITED KINGDOM,f,
EDD,LINEAS DURANGO,"SERVICIOS AEREOS BIO PAPPEL, S.A. DE C.V.",MEXICO,f,
EDG,JET EDGE,"WESTERN AIR CHARTER, INC DBA JET EDGE",UNITED STATES,f,
EDL,POLICE EDELWEISS,"POLIZEIHUBSCHRAUBERSTAFFEL BAYERN, MUENCHEN",GERMANY,f,
EDO,EDACOM,"EDACOM, D.O.O.",SLOVENIA,f,
EDR,BIRDVIEW,FLY ALWAYS,SURINAME,f,
EDV,ENDEAVOR,ENDEAVOR AIR,UNITED STATES,f,
EDW,EDELWEISS,EDELWEISS AIR AG,SWITZERLAND,f,
EDY,SOLWAY,APOLLO AIR SERVICES LTD.,UNITED KINGDOM,f,
EEF,ESTONIAN AIRFORCE,ESTONIAN AIRFORCE,ESTONIA,f,
EEL,SOLACE,EAGLE EUROPEAN LTD,UNITED KINGDOM,f,
EEM,EJEAERMEX,"EJECUTIVO AEREO DE MEXICO, S.A. DE C.V.",MEXICO,f,
EES,EAGLE STAR,EAGLE EXPRESS,SERBIA,f,
EEU,EUROFLY,EUROFLY SERVICE S.P.A.,ITALY,f,
EFA,EXPRESS FREIGHT,EXPRESS FREIGHTERS AUSTRALIA,AUSTRALIA,f,
EFB,EMERALD JETS,EMERALD JETS S.A.L.,LEBANON,f,
EFC,AL WASEL,EMIRATES FLIGHT TRAINING ACADEMY,UNITED ARAB EMIRATES,f,
EFD,EVER FLIGHT,"EISELE FLUGDIENST GMBH, STUTTGART",GERMANY,f,
EFE,EFREIGHT SUDAN,E-FREIGHT INTERNATIONAL LTD,SUDAN,f,
EFF,EMERALD,WESTAIR AVIATION LIMITED,IRELAND,f,
EFG,ELIFRIULIA,ELIFRIULIA S.R.L.,ITALY,f,
EFS,EFAOS,"EFAOS, AGENCIA DE VIAGENS E TURISMO, LDA",ANGOLA,f,
EFT,ZIPLINE,"EXECUFLIGHT, INC. (FORT LAUDERDALE, FL)",UNITED STATES,f,
EFW,GRIFFIN,BA EUROFLYER,UNITED KINGDOM,f,
EFX,EASY EXPRESS,EASY FLY EXPRESS LIMITED,BANGLADESH,f,
EGA,AIR EAGLE,AIR EAGLE,PAKISTAN,f,
EGC,EAGLE CREEK,"FIRST WING AIRCRAFT CHARTER AND MAINTENANCE (INDIANAPOLIS, IN)",UNITED STATES,f,
EGE,EAGLE AIR,EAGLE AIR INC.,UNITED STATES,f,
EGL,PRESTIGE,CAPITAL AIR AMBULANCE LIMITED,UNITED KINGDOM,f,
EGM,EGAMS,ECUATOGUINEANA DE AIR ET MARITIME SERVICE - EGAMS,EQUATORIAL GUINEA,f,
EGO,GAUTENG,GAUTENG AIR CARGO CC,SOUTH AFRICA,f,
EGS,EVERGLADES,"NATIONAL JETS, INC.",UNITED STATES,f,
EGT,BULGARIAN JET,EGT JET LTD.,BULGARIA,f,
EGU,AFRICAN EAGLE,EAGLE AVIATION (U) LTD,UGANDA,f,
EGV,GLEISNER,ENRIQUE GLEISNER VIVANCO,CHILE,f,
EGW,EGOL,EGO AIRWAYS S.P.A.,ITALY,f,
EHC,FLY HELI,EUROPEAN HELICENTER,NETHERLANDS,f,
EHD,PLATINUM AIR,"E H DARBY AVIATION (SHEFFIELD, AL)",UNITED STATES,f,
EHN,EAST HORIZON,EAST HORIZON AIRLINES,AFGHANISTAN,f,
EHR,ROTOR,NORDURFLUG EHF,ICELAND,f,
EIA,EVERGREEN,EVERGREEN INTERNATIONAL AIRLINES,UNITED STATES,f,
EIC,EXCARGO,EXPRESS INTERNATIONAL CARGO CORPORATION,SAO TOME AND PRINCIPE,f,
EIN,SHAMROCK,AER LINGUS TEORANTA,IRELAND,f,
EIS,COOL,"E.I.S. AIRCRAFT GMBH, KIEL-HOLTENAU",GERMANY,f,
EIX,STELLAR,STELLAER 212,IRELAND,f,
EJA,EXECJET,"NETJETS AVIATION, INC. (COLUMBUS, OH)",UNITED STATES,f,
EJE,VOODOO,"HEBEI TONGHE GENERAL AVIATION CO., LTD.",CHINA,f,
EJM,JET SPEED,"EXECUTIVE JET MANAGEMENT, INC. (CINCINNATI, OH)",UNITED STATES,f,
EJO,MIDJET,EXECUJET MIDDLE EAST,UNITED ARAB EMIRATES,f,
EJP,EJECORPORATIVOS,"AEROSERVICIOS EJECUTIVOS CORPORATIVOS, S.A. DE C.V.",MEXICO,f,
EJS,EEJAY SERVICE,EUROJET SERVIS S.R.O.,CZECHIA,f,
EJT,ECLIPSE JET,"ECLIPSE AVIATION (ALBUQUERQUE, NM)",UNITED STATES,f,
EJU,ALPINE,EASYJET EUROPE AIRLINE GMBH,AUSTRIA,f,
EJV,EJECUTIVA,"COMPANIA EJECUTIVA, S.A. DE C.V.",MEXICO,f,
EKA,EQUAFLIGHT,EQUAFLIGHT SERVICE,CONGO,f,
EKC,BLUE GOOSE,"EAST KANSAS CITY AVIATION, INC. (GRAIN VALLEY, MO)",UNITED STATES,f,
EKJ,EQUAJET,EQUAJET,CONGO,f,
EKO,ECOAIR,ECO AIRLINES SIA,LATVIA,f,
EKT,BLUE KNIGHT,EUROPEAN SAO LTD.,MALTA,f,
ELB,ELLINAIR HELLAS,ELLINAIR,GREECE,f,
ELE,EUROLINE,"EUROAIRLINES, S.L.",SPAIN,f,
ELF,ELLASJET,FLY GR8,GREECE,f,
ELG,ELANGENI,ELANGENI GMBH,AUSTRIA,f,
ELH,LARIO,BABCOCK MISSION CRITICAL SERVICES ITALIA SPA,ITALY,f,
ELI,ELIO,ELIO JET A.S.,CZECHIA,f,
ELJ,TOPJET,ELITE JET S.R.O.,SLOVAKIA,f,
ELN,ELIN BIRD,ELIN GROUP LIMITED,NIGERIA,f,
ELO,EUROLOT,EUROLOT S.A.,POLAND,f,
ELT,ELLIOTT,"ELLIOTT AVIATION, INC. (OMAHA, NE)",UNITED STATES,f,
ELU,EGYPTIAN LEISURE,EGYPTIAN LEISURE AIRLINES,EGYPT,f,
ELV,ELVETIA,ELVETIA AVIATION S.A.P.I. DE C.V.,MEXICO,f,
ELW,YELLOW WINGS,YELLOW WINGS AIR SERVICES LTD,KENYA,f,
ELX,ELAN,"ELAN EXPRESS (LAS VEGAS, NV)",UNITED STATES,f,
ELY,ELAL,EL AL - ISRAEL AIRLINES LTD.,ISRAEL,f,
ELZ,ELITE AIR,ELITE AIR,UNITED STATES,f,
EMB,EMBRAER,"EMPRESA BRASILEIRA DE AERONAUTICA, S/A",BRAZIL,f,
EMC,NIGHTINGALE,247 AVIATION LIMITED,UNITED KINGDOM,f,
EMD,EAGLEMED,"BALLARD AVIATION, INC. D/B/A EAGLEMED (WICHITA, KS)",UNITED STATES,f,
EME,EMAIR,"METRO EXPRESS, INC. D/B/A EASTERN METRO EXPRESS (ATLANTA, GA)",UNITED STATES,f,
EMI,BLUE SHUTTLE,PREMIUM AIR SHUTTLE LTD,NIGERIA,f,
EMJ,LIGHT HOUSE,"FRIENDSHIP AIRWAYS (FORT LAUDERDALE, FL)",UNITED STATES,f,
EML,EMALUSA,"EMA S.A., EMPRESA DE MELOS AEREOS",PORTUGAL,f,
EMM,RULER,EMPEROR AVIATION,MALTA,f,
EMO,EMOTION,SKYEMOTION,AUSTRIA,f,
EMP,EMPIRE,"EMPIRE AIR SERVICE, INC. (ROCHESTER, NY)",UNITED STATES,f,
EMR,ZEMMOUR,ZEMMOUR AIRLINES,MAURITANIA,f,
EMS,SERVIEMPRESARIAL,"AERO SERVICIOS EMPRESARIALES, S.A. DE C.V.",MEXICO,f,
EMT,EMETEBE,EMETEBE,ECUADOR,f,
EMZ,EMOZ,ETHIOPIAN MOZAMBIQUE AIRLINES,MOZAMBIQUE,f,
ENA,ENA,"ESPANA, DIRECCION GENERAL DE AVIACION CIVIL Y TELECOMUNICACIONES",SPAIN,f,
ENC,ENDECOTS,ENDECOTS S.A.,ECUADOR,f,
END,ARRENDADORA,"ARRENDADORA Y TRANSPORTADORA AEREA, S.A. DE C.V.",MEXICO,f,
ENE,JET-ENER,"ENERJET, S.A. DE C.V.",MEXICO,f,
ENF,ENAV CHECK,ENAV S.P.A.,ITALY,f,
ENG,CROSS CLAMP,THUNDERBIRD AIRWAYS INC. D/B/A ENG AVIATION,UNITED STATES,f,
ENK,SUNBIRD,"EXECUTIVE AIRLINK INC. (NEBO, NC)",UNITED STATES,f,
ENL,OPTIMOS,SERVICIOS OPTIMOS DE AEROENLACE S.A. DE C.V.,MEXICO,f,
ENS,ENTERGY SHUTTLE,"ENTERGY SERVICES, INC. (NEW ORLEANS, LA)",UNITED STATES,f,
ENT,ENTERAIR,ENTER AIR SP. Z.O.O.,POLAND,f,
ENW,AERONOR,AERONAVES DEL NOROESTE,SPAIN,f,
ENY,ENVOY,ENVOY AIR INC.,UNITED STATES,f,
ENZ,ENZO,JOTA AVIATION LTD,UNITED KINGDOM,f,
EOA,LOMBARDA,ELILOMBARDA S.R.L.,ITALY,f,
EOK,AEROHANGUK,AERO K AIRLINES,REPUBLIC OF KOREA,f,
EOL,EOLE,AIRAILES,FRANCE,f,
EOP,EOLO PLUS,"EOLO PLUS, S.A. DE C.V.",MEXICO,f,
EOS,ELIOSSOLA,ELIOSSOLA S.R.L.,ITALY,f,
EPA,DONGHAI AIR,"DONGHAI AIRLINES CO., LTD.",CHINA,f,
EPB,DONG JET,DONGHAI BUSINESS AVIATION COMPANY LTD,CHINA,f,
EPC,EUROPILOT,EUROPILOT CENTER,BELGIUM,f,
EPE,SWIFT CARGO,AIR EAGLE (PVT) LTD.,PAKISTAN,f,
EPI,EPIC RED,EPIC FLIGHT ACADEMY/ EPIC AVIATION,UNITED STATES,f,
EPJ,ESPEJO,TRABAJOS AEREOS ESPEJO S.L.,SPAIN,f,
EPL,EMPRESARIALES,AERO TRANSPORTES EMPRESARIALES,MEXICO,f,
EPR,EMPEROR,"EXPRESS AIRWAYS, D.O.O.",SLOVENIA,f,
EPS,EPPS AIR,"EPPS AIR SERVICE, INC. (ATLANTA, GA)",UNITED STATES,f,
EPT,TAMEP,EMPRESA PUBLICA DE TRANSPORTE AEREO MILITAR,BOLIVIA,f,
EPU,ELITACAPULCO,"AERO ELITE ACAPULCO, S.A. DE C.V.",MEXICO,f,
EQL,EQUATORIAL,AIR SAO TOME AND PRINCIPE,SAO TOME AND PRINCIPE,f,
EQR,EQUATORIAL CONGO,EQUATORIAL CONGO AIRLINES BRANDED ECAIR,CONGO,f,
EQT,EQUITY,FLIGHT ACADEMY BLACKPOOL,UNITED KINGDOM,f,
EQX,EQUINOX,EQUINOXAIR S.A.S.,ECUADOR,f,
ERA,ROCAN,"AEROTAXIS TUCAN, S.A. DE C.V.",MEXICO,f,
ERD,AIR EMERALDS,AIR EMERALDS,SERBIA,f,
ERE,AIR ERIE,"ERIE AIRWAYS, INC. (ERIE, PA)",UNITED STATES,f,
ERF,GULLIVER,EROFEY LLC,RUSSIAN FEDERATION,f,
ERH,ERA,"ERA HELICOPTERS (LAKE CHARLES, LA)",UNITED STATES,f,
ERI,ASERGIO,"AERO SERVICIOS REGIOMONTANOS, S.A. DE C.V.",MEXICO,f,
ERK,AEROSEC,AEROSEC,CHILE,f,
ERL,AEROLAB,"AERO LAB, S.A. DE C.V.",MEXICO,f,
ERM,EOMAAN,"AEROMAAN, S.A. DE C.V.",MEXICO,f,
ERN,ERNEST,ERNEST S.P.A.,ITALY,f,
ERO,AEROECOM,"AEROECOM, C.A.",VENEZUELA,f,
ERU,RIDDLE,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,UNITED STATES,f,
ERX,EARTH AIR,EARTH AIRLINES SERVICES LIMITED,NIGERIA,f,
ERY,ERIE SHORE,SKY QUEST,UNITED STATES,f,
ESA,MALAGAIR,"ESCAIR, S.L.",SPAIN,f,
ESC,SOLAMERICA,EL SOL DE AMERICA C.A.,VENEZUELA,f,
ESD,EASTINDO,EASTINDO SERVICES,INDONESIA,f,
ESE,ENSENADA ESPECIAL,"ENSENADA VUELOS ESPECIALES, S.A. DE C.V.",MEXICO,f,
ESF,ESTAFETA,"ESTAFETA CARGA AEREA, S.A. DE C.V.",MEXICO,f,
ESK,ELITE SKY,ELITESKY EXPRESS,DEMOCRATIC REPUBLIC OF THE CONGO,f,
ESM,EXEC AIRCRAFT,EXECUTIVE AIRCRAFT SERVICES S.A.L.,LEBANON,f,
ESQ,EUROP STAR,EUROP-STAR AIRCRAFT GMBH,AUSTRIA,f,
ESR,EASTARJET,EASTARJET,REPUBLIC OF KOREA,f,
ESS,THAI STAR,THAI EASTARJET,THAILAND,f,
EST,REVAL,REGIONAL JET OU,ESTONIA,f,
ESU,EMTRASUR,"EMPRESA DE TRANSPORTE AEREOCARGO DEL SUR, S.A",VENEZUELA,f,
ESW,W-BUSINESS,ASG BUSINESS AVIATION LLC,AZERBAIJAN,f,
ESX,CATFISH,EUROSKYLINK LTD,UNITED KINGDOM,f,
ESY,DONOSTI,"EASOFLYERS, S.L.",SPAIN,f,
ETC,TRANATTICO,AFRICAN TRANSPORT TRADING AND INVESTMENT CO. (ATTICO),SUDAN,f,
ETD,ETIHAD,ETIHAD AIRWAYS,UNITED ARAB EMIRATES,f,
ETE,SAELITE,"SERVICIOS AEREOS ELITE, S.A. DE C.V.",MEXICO,f,
ETH,ETHIOPIAN,ETHIOPIAN AIRLINES CORPORATION,ETHIOPIA,f,
ETI,JETHAWK,H-BIRD AVIATION SERVICES AB,SWEDEN,f,
ETJ,EAST TAJIK,EAST AIR,TAJIKISTAN,f,
ETL,ENTEL,"PATTERSON AVIATION COMPANY (SACRAMENTO, CA)",UNITED STATES,f,
ETM,ETRAM,ETRAM AIR WING,ANGOLA,f,
ETN,CHIMNIR,CHIM-NIR AVIATION,ISRAEL,f,
ETP,TESTER,EMPIRE TEST PILOTS SCHOOL,UNITED KINGDOM,f,
ETR,ESTEL,"ESTELAR LATINOAMERICA, C.A.",VENEZUELA,f,
ETS,ELTSOVKA,ELTSOVKA AIRLINES,RUSSIAN FEDERATION,f,
ETZ,AERO ZODIAC,"AEROTRANSPORTES ZODIAC, S.A. DE C.V.",MEXICO,f,
EUK,GREEN FLIGHT,AER LINGUS (UK) LIMITED,UNITED KINGDOM,f,
EUL,EUROLINK,EUROLINK GMBH,GERMANY,f,
EUP,SAVOY,PAN EUROPEENNE,FRANCE,f,
EUS,EURUS,"EURUS AVIATION, S.A.P.I. DE C.V.",MEXICO,f,
EUW,EUROWEST,EFS EUROPEAN FLIGHT SERVICE AB,SWEDEN,f,
EVA,EVA,EVA AIRWAYS CORPORATION,CHINA,f,
EVC,EVER CLEAR,RCS SERVICES LLC,UNITED STATES,f,
EVE,EVELOP,"EVELOP AIRLINE, S.L.",SPAIN,f,
EVJ,EVERJETS,"EVERJETS - AVIACAO EXECUTIVA, S.A.",PORTUGAL,f,
EVK,EVERETT,EVERETT AVIATION,KENYA,f,
EVL,EVOLEM,EVOLEM AVIATION,FRANCE,f,
EVM,SCIENCE,NATURAL ENVIRONMENT RESEARCH COUNCIL,UNITED KINGDOM,f,
EVQ,EVERETT AIR,EVERETT AVIATION LDA,MOZAMBIQUE,f,
EVR,DIANA,"AERONAUTICAL ACADEMY OF EUROPE - ACADEMIA AERONAUTICA DE EVORA, S.A.",PORTUGAL,f,
EVX,GREEN SPIRIT,ATR (AVION DE TRANSPORT REGIONAL),FRANCE,f,
EWA,EWEST,EWEST AIR,REPUBLIC OF KOREA,f,
EWG,EUROWINGS,EUROWINGS GMBH,GERMANY,f,
EWL,BLACK PEARL,EUROWINGS EUROPE LTD.,MALTA,f,
EWR,MAYOTTE AIR,EWA AIR,FRANCE,f,
EWS,EAST WEST,EAST WEST AIRLINES,SYRIAN ARAB REPUBLIC,f,
EWZ,E-WING,EAST WING,KAZAKHSTAN,f,
EXA,CANADIANEXECAIRE,IMP GROUP LTD,CANADA,f,
EXB,BRAZILIAN ARMY,BRAZILIAN ARMY AVIATION,BRAZIL,f,
EXC,ECAIR,EC CHARTER CA,VENEZUELA,f,
EXD,PLATINUM EXEC,EXECUJET AVIATION (PTY) LTD,SOUTH AFRICA,f,
EXE,EXEC,"EXECUTIVE FLIGHT, INC. (ARLINGTON, TX)",UNITED STATES,f,
EXF,EXIMFLIGHT,"EXIMFLIGHT, S.A. DE C.V.",MEXICO,f,
EXH,EXEC HELI,EXECUTIVE HELICOPTERS,IRELAND,f,
EXJ,VOLANTE,EXECUTIVE JET CHARTER LIMITED,UNITED KINGDOM,f,
EXM,EXAM,CAA FLIGHT EXAMINERS,UNITED KINGDOM,f,
EXN,EXIN,EXIN,POLAND,f,
EXP,ISLAND EXPRESS,ISLAND EXPRESS AIR,UNITED STATES,f,
EXS,CHANNEX,JET2.COM LTD,UNITED KINGDOM,f,
EXU,SACIR,"EXECUTIVE AIRLINES, S.L.",SPAIN,f,
EXV,EXPOAVIA,FITS AVIATION (PVT) LTD,SRI LANKA,f,
EXY,EXPRESSWAYS,SA EXPRESS AIRWAYS,SOUTH AFRICA,f,
EXZ,TWIGA,EAST AFRICAN SAFARI AIR EXPRESS LIMITED,KENYA,f,
EYE,SOCKEYE,"F.S. AIR SERVICE, INC. (ANCHORAGE, AK)",UNITED STATES,f,
EYH,GLASIMO,GLASYM S.A. DE C.V.,MEXICO,f,
EYT,JERNAS,ETIHAD FLIGHT COLLEGE,UNITED ARAB EMIRATES,f,
EZA,EZNIS,EZNIS AIRWAYS LLC,MONGOLIA,f,
EZE,EASTFLIGHT,EASTERN AIRWAYS (UK) LIMITED,UNITED KINGDOM,f,
EZI,JETZA,AEROJET TOMZA S.A. DE C.V.,MEXICO,f,
EZJ,GUYANA JET,EZJET GT INC.,GUYANA,f,
EZR,EASYWAY,EZ AIR B.V.,NETHERLANDS,f,
EZS,TOPSWISS,EASY JET SWITZERLAND SA,SWITZERLAND,f,
EZT,THAI EZY,EZY AIRLINES,THAILAND,f,
EZX,EAGLEXPRESS AIR,EAGLEXPRESS AIR CHARTER SDN. BHD.,MALAYSIA,f,
EZY,EASY,EASYJET UK LTD,UNITED KINGDOM,f,
EZZ,ENTERPRIZE,ETF AIRWAYS,CROATIA,f,
FAC,COLOMBIAN AIR FORCE,FUERZA AEREA COLOMBIANA,COLOMBIA,f,
FAD,ADEAL,FLYADEAL,SAUDI ARABIA,f,
FAE,ECUADORIAN AIRFORCE,FUERZA AEREA ECUATORIANA,ECUADOR,f,
FAF,FRENCH AIR FORCE,FORCE AERIENNE FRANCAISE,FRANCE,f,
FAG,FUAER,FUERZA AEREA ARGENTINA,ARGENTINA,f,
FAH,BLUE STRIP,FARNAIR HUNGARY LTD,HUNGARY,f,
FAI,MOTOR-CITY,"FALCON AIR, INC. (FLINT, MI)",UNITED STATES,f,
FAJ,AMANJET,FLY AMAN,SYRIAN ARAB REPUBLIC,f,
FAK,FACTS,FINANCIAL AIRXPRESS,UNITED STATES,f,
FAL,FRIENDSHIP,"FRIENDSHIP AIR ALASKA (FAIRBANKS, AK)",UNITED STATES,f,
FAM,FAMEX,FUERZA AEREA MEXICANA,MEXICO,f,
FAN,FANBIRD,AF-AIR INTERNATIONAL,ANGOLA,f,
FAO,PANTHER,"FALCON AIR EXPRESS (MIAMI, FL)",UNITED STATES,f,
FAP,FAIR SCHOOL,F AIR,CZECHIA,f,
FAR,TORRO,"AG-RAUM GMBH, WARNGAU",GERMANY,f,
FAS,FLORIDA CARGO,"FLORIDA AIR CARGO (OPA LOCKA, FL)",UNITED STATES,f,
FAT,AIR TAXI,AIR TAXI (AVIATION CONNECTIVITY AND INFRASTRUCTURE DEVELOPERS PVT. LTD.),INDIA,f,
